Actual_Digit,Predicted_Digit,Confidence
6,6,0.9672724
1,1,0.9981176
9,9,0.99933094
7,7,0.9999781
7,7,0.9998879
1,1,0.9942946
4,4,0.9999712
8,8,0.9999917
5,5,0.99999624
3,3,0.9999909
4,4,0.99896073
3,3,0.999999
4,4,0.9997071
9,7,0.52885175
7,7,0.99997896
5,5,0.9999998
0,0,0.99999315
7,7,0.9998855
4,4,0.9999996
8,8,0.99994224
8,8,0.9999178
1,1,0.99862784
5,5,0.9999935
3,3,0.9999992
9,9,0.99997
5,5,0.99999994
9,9,0.9995591
7,3,0.5063636
6,6,0.99977565
9,9,0.99998564
0,0,0.9999997
3,3,0.99997085
6,6,0.9998553
3,3,0.9933859
9,9,0.9999663
8,8,0.9999998
2,2,0.9999967
2,8,0.30970168
1,1,0.9996971
2,2,0.99999696
8,8,0.9999874
6,6,0.9999873
8,8,0.9999996
5,5,0.9995759
5,5,0.9987781
3,2,0.691811
9,9,0.99998933
4,4,0.9999998
9,9,0.9345147
2,2,0.99878097
5,5,0.99998575
1,1,0.99970174
5,5,0.998449
1,1,0.9998195
4,4,0.7091909
4,4,0.99944603
1,1,0.99991304
4,4,0.9989292
4,4,0.99155235
3,3,0.99999505
5,5,0.9705949
9,9,0.99961656
1,1,0.9990297
2,2,0.9999822
2,2,0.9999657
3,3,0.999991
3,3,0.99955434
0,0,0.999999
2,2,0.9999563
9,9,0.9969847
0,0,0.99986506
0,0,0.99999577
9,9,0.99998385
9,5,0.5058518
6,6,0.9998193
0,0,0.99999624
9,9,0.9995331
3,3,0.99999994
2,2,0.8678572
8,8,0.99999577
4,4,0.9999228
1,1,0.9998174
9,9,0.9998052
9,9,0.774059
7,7,0.999917
2,2,0.9999985
7,7,0.99432075
9,9,0.9999264
9,9,0.9852764
5,5,0.996098
9,9,0.99726427
5,5,0.99993974
1,1,0.9997425
1,1,0.99981475
8,8,0.999971
3,3,0.60049367
5,5,0.99999565
1,1,0.98361546
9,9,0.99610615
5,5,0.99940073
3,3,0.9996519
5,5,0.9999885
4,4,0.97977704
9,9,0.97062033
5,5,0.99892384
9,9,0.9990317
3,3,0.997049
1,1,0.99939954
9,9,0.9999836
0,0,0.9999891
9,9,0.9999929
7,7,0.9999998
5,5,0.9981931
4,4,0.9999971
9,9,0.9954956
2,2,0.999986
0,0,0.9998792
1,1,0.99990684
0,0,0.9999493
5,5,0.9870994
1,1,0.99924433
4,4,0.99999946
9,9,0.99947083
3,3,0.99990803
3,3,0.99981856
6,6,0.99999684
1,1,0.99930525
5,5,0.9999952
2,2,0.9999834
5,5,0.99997944
2,2,0.99920017
2,2,0.9999686
0,0,0.99986815
9,9,0.97754633
2,2,0.99999946
6,6,0.9999984
6,6,0.99999636
0,0,0.99999803
1,1,0.9980869
2,2,0.96461576
0,0,0.9999986
3,3,0.99999887
0,0,0.99996954
2,2,0.9999233
5,5,0.99878407
5,5,0.99979305
7,7,0.9999997
9,9,0.99950606
5,5,0.97488874
5,5,0.83240736
0,0,0.9999824
8,8,0.9999978
9,9,0.99318045
5,5,0.99999696
0,0,0.9999952
3,3,0.9999998
2,2,0.99997264
5,5,0.99949044
9,9,0.90429884
0,0,0.9999352
8,8,0.9999756
8,8,0.9999998
4,4,0.999789
5,5,0.9987974
8,8,0.9999909
8,8,0.9999649
4,4,0.99945486
5,5,0.9999985
4,4,0.9999688
8,8,0.9615964
5,5,0.99999946
4,4,0.8862752
9,9,0.99792314
2,2,0.96437454
2,2,0.9998617
1,1,0.9993573
2,2,0.99955827
6,6,0.99999064
8,8,0.99998504
8,8,0.99996763
7,7,0.99821246
0,0,0.9999979
3,3,0.9969229
6,6,0.9999996
6,6,0.9999973
4,4,0.9999921
3,3,0.9999791
8,8,0.99998957
8,8,0.99830556
7,7,0.85385853
2,2,0.9975332
2,2,0.99999994
0,0,0.99992746
0,0,0.99998957
9,9,0.9012001
3,3,0.9999998
9,9,0.9997635
9,9,0.9997014
1,1,0.9998741
9,9,0.9992757
8,8,0.9999985
6,6,0.9999905
6,6,0.9984467
4,4,0.9999947
2,2,0.9999829
6,6,0.9999998
9,9,0.99999803
2,2,0.99999994
8,8,0.999317
5,5,0.99999124
4,4,0.9999973
5,5,0.9998317
7,7,0.99999815
9,9,0.99653494
9,9,0.9887903
9,9,0.9985489
2,2,0.99990124
1,1,0.9995981
8,8,0.9971593
3,3,0.9999997
4,4,0.9999688
0,0,0.9999636
7,7,0.9967456
8,8,0.9999601
3,3,0.9941893
9,9,0.9999731
3,3,0.968068
4,4,0.9971477
6,6,0.9969854
5,5,0.999978
6,6,0.99999946
2,2,0.9999866
3,3,0.93702406
9,9,0.9978125
2,2,0.99996585
6,6,0.99999994
0,0,0.9999457
0,0,0.9999986
6,6,0.9993924
1,1,0.9994802
2,2,0.99435085
8,8,0.99996847
7,7,0.9998281
9,9,0.99451065
8,8,0.99995714
2,2,0.99998206
0,0,0.9999967
4,4,0.99986863
7,7,0.9999967
7,7,0.99874836
5,5,0.9999165
0,0,0.9999996
5,5,0.9996935
6,6,0.99999994
4,4,0.9999221
6,6,0.9999997
7,7,0.9998715
4,4,0.9999462
3,3,0.99931306
0,0,0.9999866
7,7,0.9999986
5,5,0.99969184
0,0,0.9999587
7,7,0.99999994
4,4,0.9999941
2,2,0.9999636
0,0,0.9234583
8,8,0.99996144
9,9,0.998612
9,9,0.99886835
4,4,0.9981058
2,2,0.99544024
4,4,0.99960905
6,6,0.9999996
7,7,0.99999887
8,8,0.99990445
7,7,0.99618304
6,6,0.9996884
9,9,0.99932986
4,4,0.9999998
1,1,0.99980164
3,3,0.99999815
7,7,0.99978256
3,3,0.9659974
0,0,0.99999756
8,8,0.9999934
8,8,0.70345736
7,7,0.99027777
6,6,0.9996879
9,1,0.4425782
3,3,0.99999934
9,9,0.99993175
2,2,0.99977756
2,2,0.9683638
9,9,0.9583889
2,2,0.9996076
1,2,0.63141084
8,8,0.9999992
3,3,0.99954134
2,2,0.9999997
9,9,0.9998765
6,6,0.9999878
8,8,0.9919443
4,4,0.99854714
0,0,0.9999884
1,1,0.9995646
2,2,0.99999994
8,8,0.999994
4,4,0.9999705
5,5,0.99997324
2,2,0.9933523
7,7,0.999999
8,8,0.9994834
1,1,0.9996273
1,1,0.9999313
3,3,0.9998584
0,0,0.9999867
3,3,0.99803114
5,5,0.9999984
7,7,0.99999934
0,0,0.9999402
3,3,0.9999997
1,1,0.99940526
9,9,0.99739254
3,3,0.9999947
6,6,0.94507414
3,3,0.9999998
1,1,0.9996915
7,7,0.9999967
7,7,0.9994117
3,3,0.9999959
0,0,0.9999998
8,8,0.99952227
4,4,0.9999965
8,8,0.9996896
2,2,0.9999595
6,6,0.99534327
5,5,0.9991687
2,2,0.9999941
9,9,0.99991554
7,7,0.99954385
3,3,0.99974763
9,9,0.99993044
0,0,0.9999798
9,9,0.996902
9,9,0.996586
6,6,0.99999994
4,4,0.9964427
2,2,0.9999947
9,9,0.999986
7,7,0.9990098
2,2,0.99998766
1,1,0.9964579
1,1,0.99938494
6,6,0.99994844
7,7,0.9971544
4,4,0.98354685
7,7,0.9995778
5,5,0.9998441
9,9,0.9983438
6,0,0.46314672
8,8,0.99997705
2,2,0.99982476
1,1,0.9972555
4,4,0.94036263
4,4,0.9999997
5,5,0.9998627
7,7,0.9196126
6,6,0.9954203
1,1,0.9998579
3,3,0.99999934
2,2,0.99998564
5,5,0.99999577
9,9,0.9984436
9,9,0.99960786
3,3,0.99982476
6,6,0.999999
1,1,0.9999009
1,1,0.99966073
4,4,0.99999636
6,6,0.999999
9,9,0.99997336
7,7,0.9999493
2,2,0.9945045
1,1,0.99984264
5,5,0.99999386
1,1,0.99936575
4,4,0.9998143
6,6,0.9999911
3,3,0.99999994
8,8,0.97819823
1,1,0.99992174
1,1,0.9997568
0,0,0.99824864
3,3,0.999921
1,1,0.99974716
6,6,0.9999953
8,8,0.99989206
4,4,0.9997895
9,9,0.9996605
0,0,0.99999994
7,7,0.9999979
3,3,0.99999243
0,0,0.9999916
2,2,0.9806594
9,9,0.9999792
0,0,0.99999624
6,6,0.9999983
6,6,0.992663
6,6,0.97319233
3,3,0.99999994
6,6,0.9999997
7,7,0.9999992
7,7,0.9999301
2,2,0.99995595
8,8,0.99999744
6,6,0.9999998
0,0,0.99999946
8,8,0.9999998
3,3,0.9961522
0,0,0.9999997
2,2,0.99836266
9,9,0.99663484
8,8,0.9999946
3,3,0.99265903
2,2,0.99999946
5,5,0.9999921
3,3,0.9999985
8,8,0.8916593
8,8,0.9968194
0,0,0.99998015
0,0,0.9999662
1,1,0.99851334
9,9,0.998986
5,5,0.9999235
1,1,0.99722683
3,3,0.99994284
9,9,0.999835
6,6,0.9999797
0,0,0.9999992
1,1,0.9998906
4,4,0.99996704
1,1,0.99953336
7,7,0.9999997
1,1,0.99697053
2,2,0.9915568
3,3,0.99969816
7,7,0.99959725
9,9,0.9999524
7,7,0.9993333
4,4,0.9999997
9,9,0.9974065
9,9,0.99945104
3,3,0.9999576
9,9,0.9963234
2,2,0.9999841
8,8,0.99999946
2,2,0.9987115
7,7,0.99999624
1,1,0.9998176
8,8,0.9999611
0,0,0.99994737
9,9,0.9983603
1,1,0.9986387
0,0,0.99998957
1,1,0.99941885
7,7,0.99995965
7,7,0.9999983
9,9,0.99927926
6,6,0.99999994
9,9,0.9996087
9,9,0.99996525
9,9,0.9999015
2,2,0.99989146
1,1,0.9996588
6,6,0.9999977
1,1,0.99970686
3,3,0.99999934
5,5,0.9999967
7,7,0.97892267
1,1,0.9998052
9,9,0.9991718
7,7,0.9997716
6,6,0.999999
4,4,0.99984765
5,5,0.95890677
7,7,0.9999886
6,6,0.9999967
6,6,0.9453078
9,9,0.9999855
9,9,0.999963
6,6,0.99916905
3,3,0.99999183
6,6,0.99994844
2,2,0.99999934
9,9,0.99916
8,8,0.9999698
1,1,0.99994355
2,2,0.9999991
2,2,0.99972165
5,5,0.99570453
5,5,0.99972665
2,2,0.99986506
3,3,0.99999815
7,7,0.99999505
2,2,0.999841
1,1,0.9997319
0,0,0.999999
1,1,0.99764395
0,0,0.99969876
4,4,0.9999917
5,5,0.99756855
2,2,0.99993175
8,8,0.9708044
2,2,0.9999605
8,8,0.99988335
3,3,0.9999878
5,5,0.99998635
1,1,0.99954194
7,7,0.99999815
8,8,0.81424063
1,1,0.9998887
1,1,0.9994939
2,2,0.9997293
9,9,0.9981794
7,7,0.99823993
8,8,0.9926304
4,4,0.9698408
0,0,0.99818116
3,5,0.9235253
0,0,0.99993306
7,7,0.99964035
8,8,0.99347097
8,8,0.9996697
4,4,0.9997649
7,7,0.9999892
7,7,0.9999972
8,8,0.9999996
5,5,0.9999102
8,8,0.9999967
4,4,0.59580547
9,9,0.9997575
8,8,0.99996203
1,1,0.99984455
3,3,0.99957865
8,8,0.9999954
0,0,0.9999991
3,3,0.99999994
1,1,0.9633255
7,7,0.99955696
9,8,0.9293578
5,5,0.99999815
5,5,0.93398917
1,1,0.9996866
6,6,0.99999934
5,5,0.9999959
7,7,0.999999
4,4,0.99998957
9,9,0.99995
3,3,0.99999875
5,5,0.99497104
4,4,0.999975
7,7,0.99995965
1,1,0.9996742
2,2,0.99999815
0,0,0.9999508
8,8,0.99507123
1,1,0.9997685
6,6,0.99999994
0,0,0.99999815
7,7,0.9999997
3,3,0.9999946
4,4,0.6773795
7,7,0.9999874
3,3,0.9998059
9,9,0.99988216
6,6,0.99999946
0,0,0.9988003
8,8,0.99981713
6,6,0.99998194
4,4,0.9998343
8,8,0.9999998
7,7,0.99999803
7,7,0.99996907
9,9,0.99958247
3,3,0.9999898
8,8,0.99999887
6,6,0.9718726
9,9,0.999904
7,7,0.9999985
2,2,0.9999476
3,3,0.99982786
4,4,0.99992555
0,0,0.9990808
2,2,0.9999997
1,1,0.999499
8,0,0.7209825
3,3,0.98772776
5,5,0.9999985
5,5,0.9999196
7,7,0.9999997
2,2,0.99967134
4,4,0.99996835
6,6,0.8309625
7,7,0.9985806
2,2,0.9898774
8,8,0.9999967
3,3,0.99999994
0,0,0.9999587
8,8,0.9999953
7,7,0.9999952
8,8,0.9999731
9,9,0.67800325
0,0,0.99994045
8,8,0.9999103
4,4,0.9998467
4,4,0.99996
5,5,0.99951464
8,8,0.9999712
5,5,0.9998648
6,6,0.99999744
6,6,0.9999886
3,3,0.99856794
0,0,0.99998766
9,9,0.99994093
3,3,0.9998584
7,7,0.9335038
6,6,0.8354317
8,8,0.9993024
9,9,0.9997747
3,3,0.999566
4,4,0.99998564
9,9,0.99989384
5,5,0.9999568
8,8,0.9999655
9,9,0.9962778
1,1,0.99969804
2,2,0.9999582
8,8,0.9999948
8,8,0.99999577
6,6,0.99970603
8,8,0.99887455
1,1,0.99942434
3,3,0.9998679
7,7,0.999993
9,9,0.998875
0,0,0.9994246
1,1,0.9996304
1,1,0.99975216
4,9,0.6238726
7,7,0.9894544
0,0,0.99999744
8,8,0.99961203
1,1,0.9979538
7,7,0.9999998
4,4,0.9999824
5,5,0.9999953
7,7,0.9992042
1,1,0.9998424
2,2,0.99999994
1,1,0.99840575
1,1,0.9996921
3,3,0.9999911
9,9,0.97725064
6,6,0.9999992
2,2,0.9917882
1,1,0.99872214
2,2,0.99997073
8,8,0.81758887
0,0,0.9758737
7,7,0.999999
6,6,0.99987197
6,6,0.9999954
9,9,0.99977255
3,3,0.9999992
7,7,0.94461846
0,0,0.999952
5,5,0.99755615
2,2,0.99999636
8,8,0.9539347
0,0,0.99999505
5,5,0.99999994
4,4,0.9992683
3,3,0.9998181
8,8,0.99999005
4,4,0.9999439
6,6,0.99984074
6,6,0.99966776
2,2,0.99970925
7,7,0.99976754
9,9,0.999774
5,5,0.9997604
1,1,0.9995225
3,3,0.9999979
2,2,0.99998766
4,4,0.99987674
3,3,0.9982417
6,6,0.9999979
1,1,0.999039
9,9,0.99980545
4,4,0.9775889
4,4,0.99997586
7,7,0.9998885
6,6,0.99999994
5,5,0.9989915
4,4,0.9999992
1,1,0.9995224
9,9,0.98937935
9,9,0.9999271
2,2,0.99999994
7,7,0.9840074
8,8,0.9999836
0,0,0.99999875
1,1,0.996291
3,3,0.99991137
6,6,0.9999986
1,1,0.9998343
3,3,0.99999875
4,4,0.9921986
1,1,0.999877
1,1,0.99960154
1,1,0.99989337
5,5,0.9999489
6,6,0.9980254
0,0,0.9999923
7,7,0.9998343
0,0,0.99991876
7,7,0.9999948
2,2,0.9241163
3,3,0.9999998
2,2,0.99731183
5,5,0.9973858
2,2,0.99466836
2,2,0.9999245
9,9,0.99992937
4,4,0.99997085
9,9,0.99987125
8,8,0.999968
1,1,0.999971
2,2,0.9876961
1,1,0.986398
6,6,0.9996486
1,1,0.999963
2,2,0.9999741
7,7,0.999999
8,8,0.57788277
0,0,0.99999565
0,0,0.99999946
0,0,0.99997836
8,8,0.99994177
2,2,0.99999315
2,2,0.9999998
9,9,0.9910397
2,2,0.9999264
2,2,0.99999684
7,7,0.9552144
9,9,0.99985504
9,9,0.99988145
2,2,0.9999929
7,7,0.9999512
5,5,0.9993038
1,1,0.99837434
3,3,0.99999994
4,4,0.99999017
9,9,0.9998729
4,4,0.99998206
1,1,0.99921197
8,8,0.9252407
5,5,0.9999812
6,6,0.9999953
2,2,0.9998319
8,8,0.99993116
3,3,0.9999997
1,1,0.99929786
2,2,0.9998948
8,8,0.99998015
4,4,0.999919
9,9,0.9999108
9,9,0.9929629
3,3,0.9850474
7,7,0.99999744
0,0,0.99999994
7,7,0.9998862
7,7,0.9999475
2,2,0.99779093
3,3,0.99999756
2,2,0.95677763
4,4,0.99991053
0,0,0.9999997
3,3,0.9999426
9,9,0.9985474
9,9,0.99996394
8,8,0.9999992
4,4,0.9999996
1,1,0.99971545
0,0,0.9999102
6,6,0.99999934
0,0,0.9999518
9,9,0.9995962
6,6,0.9999965
8,8,0.99961907
6,6,0.99999994
1,1,0.99992055
1,1,0.99983835
9,9,0.9989667
8,8,0.9999996
9,9,0.99991876
2,2,0.99999994
3,3,0.99999934
5,5,0.9999953
5,5,0.99999803
9,9,0.9999487
4,4,0.99999875
2,2,0.9999667
1,1,0.9999258
9,9,0.9998765
4,4,0.99975324
3,3,0.99999994
9,9,0.9997809
6,6,0.9999997
0,0,0.99999577
4,4,0.9999972
0,0,0.999988
6,6,0.9999998
0,0,0.9999412
1,1,0.99994177
2,2,0.99999875
3,3,0.99994665
4,4,0.99999994
7,7,0.9945295
8,8,0.9999977
9,9,0.99996966
0,0,0.9999992
1,1,0.9999326
2,2,0.9999973
3,3,0.99870515
4,4,0.9999929
7,7,0.9984512
8,8,0.99995226
9,9,0.9999785
0,0,0.9999643
1,1,0.9998885
2,2,0.999996
3,3,0.99765533
4,4,0.999989
5,5,0.99997646
6,6,0.9999941
7,7,0.99965954
8,8,0.99999434
9,9,0.9995492
8,8,0.99997467
3,3,0.99994963
4,4,0.9997628
7,7,0.9997008
8,8,0.9848135
6,6,0.99999887
3,3,0.9064081
4,4,0.9264335
0,0,0.9999977
9,9,0.9997883
7,7,0.99997216
1,1,0.99985766
9,9,0.99992543
3,3,0.99980044
8,8,0.99986386
4,4,0.99999994
7,7,0.99894494
3,3,0.935565
0,0,0.99999756
9,9,0.9999812
1,1,0.99977756
4,4,0.9999133
5,5,0.9964671
4,4,0.99988145
6,6,0.9999967
2,2,0.9998381
0,0,0.9999921
6,6,0.9998083
2,2,0.9999612
1,1,0.9994353
1,1,0.9995206
1,1,0.9998572
1,1,0.9985308
7,7,0.9999711
2,2,0.9999991
4,4,0.9999978
7,7,0.99991065
5,5,0.9996501
2,2,0.9984369
9,9,0.99680513
4,4,0.99999183
5,5,0.99999756
8,8,0.999971
4,4,0.9999954
2,2,0.999993
9,9,0.9996953
7,7,0.9998331
0,0,0.9999903
0,0,0.9999934
7,7,0.9995511
5,5,0.9999805
1,1,0.99997216
1,1,0.9999195
7,7,0.9991282
6,6,0.99999756
6,6,0.99999994
6,6,0.9999985
8,8,0.999952
2,2,0.99980783
2,2,0.99983597
7,7,0.99824077
7,7,0.9994496
4,4,0.99999946
0,0,0.99999875
2,2,0.9999804
4,4,0.9999679
2,2,0.896307
1,1,0.9999557
8,8,0.99994606
9,9,0.99962443
6,6,0.9999973
1,1,0.99995095
0,0,0.99999815
5,5,0.9999884
9,9,0.99921924
6,6,0.9999761
9,9,0.9999195
8,8,0.9999675
0,0,0.9999872
3,3,0.823208
0,0,0.9999873
8,8,0.99997693
3,3,0.99994653
9,9,0.99976087
6,6,0.9999779
3,3,0.99903065
0,0,0.9999953
1,1,0.99975073
2,2,0.999999
3,3,0.99999994
4,4,0.99999577
5,5,0.9999909
6,6,0.9999998
7,7,0.9998069
0,0,0.99992615
1,1,0.99988383
2,2,0.9999986
3,3,0.9999997
4,4,0.9336155
5,5,0.99999887
6,6,0.99999946
7,7,0.9935097
8,8,0.99999875
9,9,0.99954754
0,0,0.9991163
1,1,0.9997935
2,2,0.9999108
3,3,0.99999994
4,4,0.9999997
5,5,0.9999992
6,6,0.9999946
7,7,0.9950987
8,8,0.9995896
5,5,0.9999996
4,4,0.999999
8,8,0.9849121
7,7,0.99925745
4,4,0.99999994
7,7,0.99999994
7,7,0.9994372
3,3,0.9999992
9,9,0.9995095
8,8,0.99915725
8,8,0.99999946
3,3,0.9999792
1,1,0.99994034
5,5,0.9999539
8,8,0.9999996
2,2,0.9999737
7,7,0.9995951
4,4,0.99999994
2,2,0.9999998
1,1,0.99960846
5,5,0.99440134
4,4,0.99999994
5,5,0.99999887
5,5,0.999999
8,8,0.9999928
6,6,0.9909327
4,4,0.9999797
4,4,0.95953524
4,4,0.999986
1,1,0.9772068
8,8,0.99991137
7,7,0.9996842
5,5,0.999996
5,5,0.9996785
1,1,0.99974597
8,8,0.999932
9,9,0.97770023
1,1,0.9997338
3,3,0.9999991
6,6,0.99972844
3,3,0.99999994
3,3,0.99999815
2,2,0.9999996
2,2,0.99952203
6,6,0.99995977
9,9,0.99881905
9,9,0.9992399
6,6,0.9997343
5,5,0.9999998
5,5,0.9999986
3,3,0.9999997
3,3,0.9999998
8,8,0.9999991
1,1,0.9997419
6,6,0.98974353
5,5,0.9999352
6,6,0.99999994
8,8,0.99999887
1,1,0.99991196
9,9,0.999602
7,7,0.99992865
6,6,0.99996895
8,8,0.9999754
3,3,0.9999986
7,7,0.99989825
4,4,0.9999712
7,7,0.99929214
0,0,0.99999493
9,9,0.9950768
0,0,0.99964976
0,0,0.99994
3,3,0.99998945
7,7,0.6734385
9,9,0.99890727
3,3,0.9999998
0,0,0.99999577
2,2,0.9988681
0,0,0.9999437
1,1,0.9993134
0,0,0.99998254
1,1,0.99985766
0,0,0.999877
4,4,0.99999994
0,0,0.99995226
1,1,0.99997157
0,0,0.9999911
4,4,0.99940383
7,7,0.97966963
9,9,0.99597806
6,6,0.999993
2,2,0.99999374
6,6,0.9920302
2,2,0.9999983
2,2,0.9998388
9,9,0.93769133
9,9,0.98086554
0,0,0.9999705
1,1,0.99953157
2,2,0.99999887
3,3,0.9999948
4,4,0.9999991
5,5,0.99999994
6,6,0.99999994
7,7,0.9999817
8,8,0.99197924
9,9,0.9998891
0,0,0.9999996
1,1,0.99996203
2,2,0.99999994
3,3,0.9998274
4,4,0.9999704
5,5,0.99999887
6,6,0.99999946
7,7,0.9999947
8,8,0.9335114
9,9,0.9999947
0,0,0.9999911
1,1,0.9998923
2,2,0.9999997
3,3,0.9999998
4,4,0.99999994
5,5,0.9999997
6,6,0.9999955
7,7,0.9999853
8,8,0.9954998
9,9,0.99907637
8,8,0.9999947
0,0,0.99999756
5,5,0.9999984
6,6,0.99999934
6,6,0.99999803
0,0,0.9999992
8,8,0.9999295
0,0,0.99999946
2,2,0.9999991
3,3,0.99999994
7,7,0.9999655
9,9,0.9994965
4,4,0.999996
7,7,0.99999887
1,1,0.9999024
9,9,0.99993664
1,1,0.99992377
7,7,0.9999818
1,1,0.9999358
4,4,0.99999315
0,0,0.9999977
0,0,0.9999972
4,4,0.9999868
1,1,0.9993327
7,7,0.9999564
5,5,0.99999946
7,7,0.9999947
1,1,0.99993724
3,3,0.9999998
3,3,0.99999887
3,3,0.99998695
1,1,0.7047489
6,6,0.99999887
9,9,0.999991
7,7,0.9999859
4,4,0.99973416
3,3,0.999983
0,0,0.99999994
2,2,0.999999
5,5,0.99998957
2,2,0.99999994
6,6,0.9999997
0,0,0.9999983
8,8,0.99984694
9,9,0.99999076
4,4,0.9999965
3,3,0.99999017
5,5,0.99999994
4,4,0.9999842
8,8,0.99995786
1,1,0.99984
5,5,0.9999749
9,9,0.9999936
0,0,0.9999983
6,6,0.99999934
4,4,0.99999744
3,3,0.99999815
6,6,0.9999804
3,3,0.9999638
3,3,0.9999915
8,8,0.998926
1,1,0.99996334
4,4,0.99999934
7,7,0.99989134
5,5,0.99999994
7,7,0.99999493
2,2,0.99999994
2,2,0.999999
0,0,0.9999996
0,0,0.999999
1,1,0.9998984
7,7,0.9998145
7,7,0.99982166
9,9,0.9999946
5,5,0.9999812
9,9,0.99983287
8,8,0.9999834
9,9,0.99999505
6,6,0.99999934
8,8,0.9955022
8,8,0.9994606
2,2,0.9999998
3,3,0.99999315
6,6,0.9999991
1,1,0.99991494
2,2,0.99999994
9,9,0.99997157
8,8,0.9999631
9,9,0.99996024
5,5,0.99999636
2,2,0.9999998
6,6,0.9999979
2,2,0.9999998
4,4,0.99999934
8,8,0.99718237
4,4,0.99997824
6,6,0.9999942
5,5,0.9999955
0,0,0.99999815
1,1,0.99987626
5,5,0.9999916
6,6,0.9999581
7,7,0.99999684
8,8,0.99999684
9,9,0.9999375
0,0,0.99999076
1,1,0.9995776
2,2,0.99823415
3,3,0.9999861
4,4,0.9788665
5,5,0.99998754
6,6,0.99999994
7,7,0.99999875
8,8,0.9999444
9,9,0.99987316
0,0,0.9999983
1,1,0.999284
2,2,0.9999706
3,3,0.9999998
4,4,0.9999996
5,5,0.99988705
6,6,0.99999565
7,7,0.9999997
8,8,0.99996895
9,9,0.9985475
7,7,0.9999971
4,4,0.99999994
2,2,0.99995285
0,0,0.99999875
9,9,0.9991999
0,0,0.9999996
1,1,0.9998114
5,5,0.9999897
8,8,0.9999892
8,8,0.9999841
0,0,0.99999636
2,2,0.99999994
7,7,0.9999977
8,8,0.9999986
4,4,0.9999905
4,4,0.9999985
6,6,0.9999998
1,1,0.9999407
0,0,0.9999984
4,4,0.99999887
5,5,0.999999
3,3,0.9999587
9,9,0.99932045
4,4,0.9999998
2,2,0.9985214
0,0,0.9820214
5,5,0.99999994
0,0,0.9999992
1,1,0.9998169
3,3,0.9999704
2,2,0.99999934
9,9,0.9998512
1,1,0.99198973
6,6,0.99999994
0,0,0.99990994
1,1,0.99965894
1,1,0.99993724
8,8,0.9999965
0,0,0.9999991
4,4,0.9999959
7,7,0.9999997
7,7,0.9999947
6,6,0.9999998
3,3,0.9999836
6,6,0.999999
0,0,0.99999756
7,7,0.99999374
3,3,0.9999998
5,5,0.99999875
4,4,0.9999625
2,2,0.99999815
4,4,0.9999978
1,1,0.9998081
8,8,0.9999961
3,3,0.9999955
5,5,0.99999887
6,6,0.99999994
7,7,0.9999996
0,0,0.9999842
6,6,0.99999994
7,7,0.9999983
1,1,0.99995655
2,2,0.9999998
5,5,0.9999998
8,8,0.9999978
1,1,0.99980545
9,9,0.999794
3,3,0.9999996
8,8,0.99998766
2,2,0.99999887
8,8,0.99998933
7,7,0.9999364
6,6,0.9999998
7,7,0.9999977
1,1,0.99904424
4,4,0.99999756
6,6,0.9999998
2,2,0.9998648
9,9,0.9999338
3,3,0.99995
0,0,0.9999744
1,1,0.9999533
2,2,0.9999283
3,3,0.9999996
4,4,0.9999998
5,5,0.9999998
6,6,0.99999994
7,7,0.9999288
0,0,0.9999996
1,1,0.99986386
2,2,0.9999996
3,3,0.9999941
4,4,0.9999996
5,5,0.99999994
0,0,0.9943894
1,1,0.9999359
2,2,0.99998087
8,8,0.9979769
9,9,0.99986005
1,1,0.99991685
4,4,0.99921745
0,0,0.9999984
9,9,0.9984405
5,5,0.99996144
0,0,0.9999972
8,8,0.99998885
0,0,0.9999998
7,7,0.99895906
7,7,0.999958
1,1,0.9997642
1,1,0.9994117
2,2,0.99758625
9,9,0.9999307
3,3,0.99999994
6,6,0.99985766
7,7,0.99990755
2,2,0.99975455
3,3,0.9999328
8,8,0.9999824
1,1,0.9998753
2,2,0.99999505
9,9,0.9997395
8,8,0.9997252
8,8,0.9999884
7,7,0.9999872
1,1,0.99989814
7,7,0.99999064
1,1,0.9998002
1,1,0.99998325
0,0,0.99999696
3,3,0.9999998
4,4,0.9998455
2,2,0.9999849
6,6,0.999999
4,4,0.9992688
7,7,0.9999594
4,4,0.9997771
2,2,0.9986583
7,7,0.99999624
4,4,0.99812585
9,9,0.9999618
1,1,0.9997264
0,0,0.9999799
6,6,0.99999994
8,8,0.9997022
5,5,0.9999998
5,5,0.99999994
5,5,0.99999994
3,3,0.9990218
5,5,0.9999998
9,9,0.9999636
7,7,0.99999195
4,4,0.999861
8,8,0.9999053
5,5,0.9999979
9,9,0.9998412
6,6,0.9999998
9,9,0.9999538
3,3,0.99973905
0,0,0.9999991
3,3,0.99999994
8,8,0.9990049
9,9,0.9999468
1,1,0.99951166
8,8,0.9999986
1,1,0.99971926
6,6,0.99999756
0,0,0.99999934
0,0,0.9999307
1,1,0.9885799
2,2,0.999994
3,3,0.99995846
4,4,0.99846
5,5,0.9999998
6,6,0.9999966
7,7,0.82681704
8,8,0.9999195
9,9,0.9997721
0,0,0.99998754
1,1,0.99989337
2,2,0.9999977
3,3,0.99999756
4,4,0.99834245
5,5,0.99989825
6,6,0.99999994
7,7,0.9999934
8,8,0.9999357
9,9,0.9998431
0,0,0.999942
1,1,0.9996947
2,2,0.9999513
3,3,0.99999064
4,4,0.98509747
